word,tf,df,tfidf
low-rank,1940,475,5447.040111313049
nuclear-norm,1562,242,5439.086611042779
ieee-int,2193,660,5436.068934939579
public,3353,1557,5433.7083979092995
conv-conv,1633,283,5430.738343598095
face-alignment,1591,260,5425.92382007705
computational-complexity,3060,1337,5425.024616588247
table-iii,3066,1342,5424.217337600618
style-transfer,1519,222,5420.384496370051
program,3865,1938,5417.399072877525
actual,3570,1729,5411.295162384212
imply,3664,1798,5410.398787638719
unary,1581,257,5410.1683304160915
risk,2579,967,5407.825004716013
nips,2840,1173,5406.643155823263
external,2540,937,5406.095757493914
spatial-resolution,2422,845,5405.2520251500455
deep-cnn,2439,859,5403.113082347967
nir,1366,151,5400.873864218847
level-set,1777,377,5399.987140531807
facial-landmark,1687,321,5397.769594420698
connectivity,2068,579,5396.993939677007
ransac,1620,282,5393.239795826241
lighting,2457,877,5392.03501670629
characterize,3665,1808,5391.548140363581
additionally,3749,1871,5386.70983260504
trial,2312,767,5383.678433587494
tangent,1902,465,5380.815123041282
character-recognition,1752,365,5380.689989182096
bicubic,1554,247,5379.44932466979
regular,3077,1371,5377.893702965398
euclidean-distance,3190,1459,5376.939239767679
integration,2909,1248,5357.708609436102
dependency,2757,1130,5351.597611009864
eeg,1276,119,5348.920474611834
day,2672,1064,5347.411526315095
pan,2506,932,5347.138967860524
stable,3687,1849,5341.235993480884
healthy,1858,445,5338.021284899348
sparse-coding,2030,568,5336.760420622204
grow,3487,1709,5326.05689583473
frontal,2105,627,5325.9044904987495
autonomous,2322,796,5320.789283205254
zeroshot,1301,132,5318.83343650558
reconstruction-error,2027,571,5318.195770337212
generate-image,2341,812,5317.738577753334
fpga,1315,138,5317.615085950973
xray,1663,322,5315.805930371113
illustration,3790,1940,5308.365667497172
child,1966,529,5308.355327513871
success-rate,1616,295,5307.092805145908
chain,2306,789,5304.494377845612
surgery,1745,377,5302.744828490717
tile,1575,272,5300.292961586845
pool-layer,2476,928,5293.776407922021
handwriting,1605,291,5292.879395354757
weakly-supervise,1829,437,5287.8845316111565
brain-tumor,1488,227,5276.622722821022
breast-cancer,1567,272,5273.370838607357
fragment,1541,257,5273.288676262617
url,1843,452,5266.161032152439
radial,2124,661,5261.814084021977
voting,2046,602,5259.877246544007
adam,3258,1569,5254.742468984927
world,3344,1636,5253.617689728063
tpami,2203,726,5250.888884867767
dimensionality-reduction,2299,802,5250.821352159956
arbitrary,3615,1842,5250.643702229367
ultrasound,1568,279,5236.893670036015
formula,2684,1119,5236.1531444477205
spike,1332,155,5231.619572654707
vote,1903,505,5226.606644996156
expansion,2261,781,5224.023065185724
postprocessing,2475,954,5223.2493240274125
duration,2043,611,5221.847689742089
pattern-anal,2517,990,5218.653401433893
enforce,3047,1422,5214.172133040048
reliable,3462,1746,5213.71903947526
kth,2683,1130,5207.956616009961
pathology,1788,428,5206.556306752723
ssc,1170,92,5205.656268169168
proceedings-international,3383,1693,5199.028421474261
brightness,2192,735,5197.663691426203
largest,3707,1938,5195.937480765067
programming,2695,1145,5195.710773794404
border,2402,906,5193.191574719242
source-target,1482,237,5191.456815038691
vocabulary,1899,512,5189.478603202213
annotator,1596,305,5188.206036750986
arm,1843,473,5182.464488592608
finetuned,2345,864,5181.26500098124
interface,2455,955,5178.469221207087
suppose,3269,1615,5178.021476853261
lip,1501,251,5171.867363900059
stateoftheart-method,3171,1541,5171.522393419368
artificial-intelligence,3677,1929,5171.003435763527
medicine,2541,1029,5170.235470063918
invariance,2506,1001,5168.155524498673
bilinear,2117,687,5162.79807116112
log-log,2290,826,5162.742403333445
gao,3322,1665,5160.683934646884
pet,1556,286,5158.25767703144
binarization,1641,340,5156.221908461009
abnormal,1743,409,5154.665028727429
textual,1788,442,5149.006511298051
restoration,2058,645,5148.739636944941
million,2965,1387,5147.741139607169
anatomical,1960,570,5145.844912690848
spectral-clustering,1616,326,5145.618812702457
text-line,1286,144,5145.61282295473
free,3096,1494,5145.103306129756
deblurr,1410,205,5143.76101802709
learner,1539,279,5140.0378559856035
population,2106,686,5139.039741979066
saliency-model,1223,118,5137.068181847837
object-tracking,1824,471,5136.765844761385
inequality,1862,499,5136.255020629823
firstly,3315,1674,5131.938862168046
exhibit,3347,1699,5131.862445200346
fmri,1219,117,5130.641181295952
roc-curve,1919,544,5127.7948102103255
medium,2080,670,5124.682630801922
volumetric,2050,647,5122.3783456739375
animal,1980,593,5120.02861867404
round,2239,800,5119.374337072659
geodesic,1693,383,5117.993937090593
ucf101,1223,120,5116.513076146904
dark,2415,947,5114.410554493617
critical,3365,1722,5114.21366134995
image-process,2452,978,5113.787648845711
complementary,2718,1201,5110.268402060424
bone,1583,312,5110.025709210487
evidence,2826,1291,5109.111405324273
pain,1170,100,5108.099785710478
miccai,2071,670,5102.508523264798
cube,1696,389,5100.699809312739
span,2571,1083,5099.776959940655
finite,2499,1023,5099.3911092783765
propose-framework,2454,991,5085.554027402757
offer,3259,1656,5080.478251241456
dot,2691,1192,5079.745779668384
live,2050,661,5078.492877704826
icdar,1475,252,5076.416568050482
diverse,2886,1359,5069.440888940609
big,3103,1537,5068.68749418541
correlate,3024,1473,5068.257331342844
run-time,2229,811,5066.069828310571
neuroimage,1651,366,5065.984707901024
coding,2280,854,5064.190638471224
distinct,3312,1707,5062.639459185492
iqa,1052,64,5062.417941851782
agreement,2164,760,5058.888847797506
spatially,2754,1255,5056.830321055729
head-pose,1412,220,5051.345128040176
unconstrained,2384,946,5051.278489317623
speaker,1392,209,5051.196595980051
acceleration,1902,553,5051.159349572953
communication,3144,1583,5042.945751107787
family,2394,959,5039.7922150536715
cnn-architecture,2488,1040,5035.9395191325175
localize,2436,999,5028.665639963494
dominant,2276,867,5020.920779401722
subsection,2844,1347,5020.889354042987
mammogram,1168,107,5020.342689787573
document-image,1401,219,5018.37598819074
copy,2134,751,5014.178253389615
chair,1932,589,5008.982904815531
decompose,2928,1423,5008.47529340047
belief,2097,723,5006.919280154262
mouth,1739,443,5003.968445846613
fullyconnected-layer,2192,803,5003.706292729438
stand,2978,1467,5003.315943234363
incremental,2054,689,5003.186948493657
tradeoff,3113,1578,5003.0702068966775
examine,3030,1511,5001.13764367183
discovery,2568,1123,5000.688186895683
guidance,1955,611,4996.922287540766
synthetic-datum,1896,565,4994.5222775823895
accelerate,3080,1556,4993.276700700758
pedestrian-detection,1495,279,4993.0842070815315
nearest,2579,1136,4992.42520694411
scatter,2005,653,4991.428070458595
training-testing,3114,1585,4990.894221038086
computational-cost,2790,1317,4988.396506198776
active-contour,1531,304,4981.9348378459035
forgery,1088,81,4979.360693056899
tab,1616,362,4976.347934680611
han,3218,1678,4974.09333738649
pursuit,1746,456,4973.61130261411
surf,1640,380,4970.669745059119
segmentation-method,2156,785,4970.407302367512
ham,1629,373,4967.6176120947985
patch-size,2009,665,4964.802319735157
sgd,2178,806,4963.626490379054
notation,3192,1663,4962.567158849004
anomaly,1385,219,4961.06405684809
predictor,1776,482,4960.587024634324
lowlevel,2405,1002,4957.460547794906
max-pool,2312,923,4955.629128177997
degradation,2194,824,4951.6318179568225
classification-task,2789,1335,4948.748240566795
cosine,2179,814,4944.384311477687
sharp,2381,987,4943.902207729986
classification-performance,2290,909,4943.474169030058
effort,3533,1944,4941.1282149634535
establish,3167,1654,4940.88598849115
reveal,3311,1771,4939.243188942985
neutral,1563,334,4938.965034715673
mil,1390,226,4935.240090849126
decode,1918,601,4934.00226304962
centre,2374,987,4929.367425934895
rectangle,2191,831,4926.32687773372
image-restoration,1835,539,4920.280677455375
aggregate,2533,1129,4919.035022317288
proximal,1622,380,4916.113613710909
cyclegan,1141,106,4915.003941211446
avg,1849,552,4913.753356649284
bilateral-filter,1354,209,4913.304734882894
tuning,2782,1347,4911.43255377904
caffe,2072,738,4904.680128480711
subband,1362,215,4903.7848572432285
kcf,1080,84,4903.470691079878
majority,2994,1531,4902.34878296477
half,3118,1635,4900.4650501394935
fea-ture,3142,1657,4896.189349741964
matlab,3264,1758,4893.177816629461
training-dataset,2754,1332,4892.840638337853
trace,2251,896,4891.708934979365
explicitly,3366,1841,4890.808964741673
physics,2378,1007,4889.968306420168
high-resolution,2501,1116,4885.856800772874
multiplier,1921,619,4885.030320977235
diagram,2401,1031,4880.711874271025
fraction,2320,961,4879.175829047369
surgical,1381,230,4879.056607266082
papers,2854,1427,4873.883741862492
target-image,1746,483,4873.174670748836
publish,3081,1619,4872.612237452774
clutter,1887,596,4870.020118135138
parsing,1535,330,4868.981293856849
sound,1625,394,4866.414360330503
dictionary-learn,1649,415,4852.658926608794
backpropagation,2556,1182,4846.442439398013
strength,2492,1126,4846.044450040875
visual-attention,1681,441,4844.679928882494
competitive,2767,1367,4844.169196756522
interest-point,1522,327,4841.64526164462
city,2002,702,4839.102337481969
appearance-model,1745,492,4838.167320308418
twostream,1424,264,4834.6485098741405
sky,1668,434,4833.902204925649
shi,3108,1669,4820.779996838351
vlad,1254,169,4816.825579656506
google,2229,908,4814.2456010315445
marginal,1929,649,4814.079378792011
rpn,1299,194,4810.468854289721
image-size,3075,1647,4810.3968788049315
message,1562,362,4810.059080427669
keyframe,1167,128,4806.916383006155
submit,2528,1176,4806.216688371452
input-datum,2608,1247,4805.426453879754
extra,2816,1430,4803.075806786432
shallow,2049,758,4795.446924780832
latent-variable,1593,389,4790.928535516034
hypergraph,1124,111,4789.967854859805
cat,2054,765,4788.2675564760075
primitive,1660,440,4787.925901620839
sar-image,1175,134,4786.042475567884
clothing,1358,232,4786.040231075329
stability,2235,925,4785.746722225949
comparative,2877,1493,4783.083392711971
siam,2289,975,4780.87399614368
learning-method,2781,1411,4780.576507011265
locally,2739,1375,4779.167236021453
jiang,2810,1437,4779.120292955111
publicly,3170,1746,4773.971506394158
maintain,3346,1892,4770.31754779641
exemplar,1706,482,4765.06839190662
chest,1420,275,4763.100804313036
simplify,3182,1762,4763.016895774839
comprise,2892,1517,4761.902012537247
advanced,3352,1902,4761.201567740878
lecun,2966,1581,4761.185148116083
kspace,1014,72,4760.122938192058
cheng,2740,1386,4759.07930961134
scattering,1395,260,4757.488201764603
check,2818,1458,4751.842710728703
minimal,2758,1406,4750.82976442496
warp,1611,413,4748.615571537172
vision-iccv,2520,1196,4748.510350638211
sigmoid,2353,1047,4746.902735158233
locate,2746,1399,4743.864558326905
resource,2592,1264,4740.847999553543
explicit,2763,1416,4739.860642453887
fisher,2122,844,4738.245511456873
sion,3415,1966,4737.667536355298
confusion-matrix,1768,540,4737.352992939224
accept,2386,1081,4737.225531927615
focal,1647,444,4735.525017265877
research-interest,2162,881,4734.801215264757
spherical,1543,366,4734.5938245253055
tanh,1744,522,4732.169339881442
subproblem,1655,453,4725.315143427187
shared,2079,811,4725.14992061807
real-image,1828,594,4723.895882207344
community,2932,1572,4723.344881558292
feedback,2004,746,4722.10904441077
depth-estimation,1318,219,4721.0703443507455
highdimensional,2322,1031,4720.12202084853
capacity,2316,1026,4719.184460511184
wall,1741,524,4717.371388429633
image-representation,2479,1174,4717.277791654894
primary,2529,1220,4715.222630241106
balance,3057,1684,4714.3227256934515
regressor,1529,361,4712.66771553039
impose,2737,1409,4708.822183743041
resize,2835,1496,4707.566489360385
organ,1539,370,4705.591662531388
latent-space,1479,327,4704.857649127723
homography,1315,220,4704.333458479342
fourier-transform,1921,681,4701.65735969113
feature-point,1636,446,4696.544524260873
lasso,1380,262,4695.7576502599695
fractal,1239,178,4694.922737777166
radiologist,1387,268,4688.17159555285
cca,1179,148,4685.175239497242
iteratively,2815,1493,4680.006864958011
species,1446,312,4667.780906834089
dissimilarity,1774,570,4657.514732200798
emotion-recognition,1218,172,4657.111867616899
trend,3103,1756,4655.3491810583955
rbm,1181,153,4653.883459978131
pattern-recognit,1378,269,4652.618649481485
visually,2898,1581,4652.027835212545
similarity-measure,1929,707,4648.960934799712
object-category,1888,671,4648.819193723649
ball,1650,471,4646.745418780858
sort,2441,1174,4644.96776499782
default,2407,1143,4644.68145027403
descent,2771,1473,4644.226542708671
eliminate,3095,1756,4643.3469917421
number-cluster,1556,399,4640.156969986503
gene,1337,245,4639.134938086504
parametric,2197,953,4638.861219566118
canonical,1743,550,4638.382986761213
date,2494,1226,4637.730973656416
nose,1595,431,4633.410161062205
subjective,1863,655,4632.223194369408
gradient-descent,2130,897,4626.384658314114
blur-kernel,1133,133,4623.453845808211
fundamental,3085,1759,4623.078250973129
super-resolution,1563,409,4622.341617843356
versus,2507,1246,4621.337964637421
fingerprint-image,993,75,4621.004269919408
learningbased,2067,842,4620.339106420339
offset,1817,620,4617.629244579094
test-sample,1675,500,4617.069395019079
eer,1110,123,4616.360222529235
proportion,2135,906,4615.93006329125
noisy-image,1692,515,4613.915710411653
haar,1491,357,4612.157500516103
predictive,1858,659,4608.478974058563
embedded,2081,860,4607.615037977319
zisserman,2994,1691,4604.748316961526
diag,1792,603,4603.917233672788
selective,1890,690,4600.9703397560825
median-filter,1421,309,4600.8088759666025
restore,1706,532,4596.687257660099
image-dataset,2561,1308,4596.515854096975
member-ieee,2297,1066,4592.619121712471
darrell,3251,1917,4592.202311676632
label-datum,1997,790,4591.171883062231
bar,1980,775,4590.044730569911
slide-window,1863,670,4590.040260184606
session,1590,439,4589.6431607945
relaxation,1721,547,4589.250673089696
guo,2546,1298,4589.133280577666
satellite,1554,411,4588.144944462519
cnnbased,1971,769,4584.499620845324
tune,2766,1504,4578.238762058893
source-domain,1206,177,4576.670753626861
heterogeneous,2124,917,4566.514968794226
slide,1698,535,4565.583574737669
radar,1424,319,4565.167902388876
capable,3015,1732,4564.816579073272
speedup,1607,460,4563.624405443061
july,2376,1154,4562.10530819377
reasoning,1843,663,4560.120982670696
wei,2645,1404,4559.94522921705
bird,1681,525,4551.5918850921225
fisher-vector,1402,307,4548.396006985139
compare-method,2964,1697,4548.110314247666
laboratory,2775,1529,4547.3875960284
valid,2381,1166,4547.074444007352
compressive,1393,301,4546.692343358616
crossvalidation,2178,978,4542.344820222659
principal,2020,831,4541.844040630815
additive,2063,871,4541.540727857587
adjust,3003,1735,4541.4511532924425
visual-word,1408,313,4540.608861454246
earth,1705,549,4540.362140264462
song,2577,1352,4539.970948346897
feature-learning,2071,880,4537.862395239123
triplet-loss,1204,182,4535.541144992973
point-set,1511,393,4528.856576389733
extended,2031,847,4527.843857226551
indicator,2350,1149,4522.387378075834
informative,2111,925,4520.228783274711
respective,2624,1406,4520.006273332521
prevent,3211,1927,4518.993690490208
lens,1510,395,4518.194327484761
train-network,2527,1317,4518.164147370719
exposure,1472,367,4512.718629477308
benchmark-dataset,2168,982,4512.640250658687
mutual-information,1554,432,4510.705435658319
argmin,1660,520,4510.616121079984
front,2113,932,4508.58126061025
screen,1771,619,4503.585996070111
computationally,3008,1762,4502.562797765781
combined,2459,1262,4501.480798856459
poor,3058,1807,4500.287805011695
subsequent,2938,1703,4497.8451872079
lot,3086,1833,4497.407377093898
relevance,1813,660,4494.114445529164
schmid,2197,1018,4493.902514842702
sphere,1538,425,4489.388578964201
scratch,2038,870,4488.846274796091
discrimination,2049,881,4487.33010641882
finding,2699,1493,4487.154006579634
october,1998,835,4482.784156334706
rain-streak,737,18,4481.472716776077
surround,2301,1123,4480.75682166938
illustrate-fig,2524,1334,4480.428655735457
muscle,1295,248,4477.642106874404
real-time,2351,1173,4475.7105842748215
transmission,1626,503,4472.276038796202
load,1804,660,4471.80499709576
gong,2204,1036,4469.590815071505
densenet,1289,246,4467.333578708847
std,1557,448,4462.788939235731
induce,2309,1140,4461.643518966253
hole,1589,475,4461.518936534245
pseudo,1515,415,4458.325211529607
screening,1449,363,4458.087011873029
centerline,987,86,4458.002780626361
panel,1388,318,4454.114285661254
inter,3083,1857,4452.930671960639
vae,1109,142,4452.901582674089
chapter,1518,419,4452.5923155535065
award,1870,728,4452.033150301205
tan,2377,1210,4451.388408935876
describe-section,2805,1613,4446.5318915023
march,2091,940,4443.767195211671
method-achieve,2750,1565,4442.422423334048
multilayer,2023,876,4441.9038265906975
propagate,2160,1007,4441.686939389218
poisson,1280,245,4441.355812079824
detection-method,1890,751,4440.860777369434
pretrain,1858,722,4438.840593101351
synthetic-image,1509,416,4437.036707312477
tao,2365,1206,4436.747240317327
art,2497,1334,4432.500140004531
malik,2653,1481,4432.087538703763
evaluation-metric,2281,1130,4427.636616145629
extreme,2298,1148,4424.318400537223
residual-block,1421,350,4423.763817917304
independently,3040,1838,4422.087772882029
colorization,1022,104,4421.863423461713
manipulation,1666,554,4421.401984806686
navigation,1580,480,4419.7045090316415
tube,1161,175,4419.092780642756
ture,3110,1902,4417.463268399204
silhouette,1324,280,4417.2318542852
jain,2272,1127,4416.206644900935
site,1665,555,4415.745376101116
september,1940,809,4414.020932046779
encoderdecoder,1763,644,4413.439040362698
filter-size,1753,636,4410.318138562118
melanoma,986,90,4408.660159644199
rbf,1513,428,4405.771639886392
tian,2127,992,4405.749392988229
ten,2813,1644,4405.6639549452075
successful,2953,1771,4405.190316203152
solver,1676,569,4403.165419719251
comprehensive,2835,1666,4402.433556375029
bottomup,1588,493,4399.646524326766
scanner,1754,641,4399.09862009723
kidney,997,96,4393.499089522461
output-layer,2167,1037,4392.466159499052
fire,1312,277,4391.329511498713
intraclass,1688,584,4390.76897756572
reconstructed,1717,612,4385.793463229334
worse,2693,1545,4384.980255634856
kernel-size,1984,864,4383.637425137219
ignore,3048,1869,4382.745508130853
robotics,1898,783,4380.460141722961
visual-recognition,2451,1318,4380.41916971428
corrupt,1786,680,4373.868708043619
quantify,2389,1262,4373.337791162294
genuine,1179,193,4372.176777546273
training-process,2271,1149,4370.358185366051
interpret,2682,1544,4368.805569251241
dec,2557,1426,4368.478108146817
pascal,1942,832,4364.13036594293
intervention,2081,967,4363.584270963173
cosaliency,818,38,4362.787686226666
pavia,958,83,4361.0333040362
powerful,2990,1831,4360.76518323216
ksvd,1264,251,4355.256727494786
phd,2440,1321,4355.212447471824
storage,1949,843,4354.261836943226
randomly-select,2613,1488,4352.942410584943
male,1541,467,4352.921537018379
handcrafted-feature,1936,832,4350.646955955465
hour,2135,1026,4350.370821757935
david,2202,1092,4349.613423904781
facial-feature,1425,372,4349.347357853993
reidentification,1144,176,4347.867459585865
meaningful,2467,1352,4346.180958312687
composition,1882,782,4345.938297987516
cooccurrence,1584,507,4344.209393263195
traffic-sign,1044,123,4341.873939027497
technical,2978,1832,4341.637794837085
modification,2421,1310,4341.543039561816
fill,2105,1002,4339.066300668723
market1501,916,69,4339.056215667504
train-model,2499,1387,4338.686377024727
dtw,1009,107,4336.922751708615
dependent,2862,1730,4336.475930049638
union,2195,1092,4335.78631492779
multiplication,1990,892,4333.42659924264
image-sequence,1817,725,4333.355639305262
model-parameter,2042,943,4333.1263607534065
topdown,1573,501,4332.767684119084
active-learning,1235,236,4331.4360076275025
recording,1513,450,4329.9334420791665
orient,2252,1151,4329.877679582985
pooling,1711,627,4329.036856647677
formation,2703,1587,4328.764539309954
backbone,1362,328,4328.5093169339025
yuan,2245,1147,4324.2344119981035
icml,2323,1224,4323.539667457757
bottleneck,1809,722,4321.777520409227
yellow,2208,1112,4321.391536338809
wide,2835,1715,4320.253889339359
number-training,2244,1149,4318.398841022201
crossmodal,1164,193,4316.551118798865
land,1637,564,4315.153587502108
translate,2127,1036,4313.4390488462295
infrared,1520,461,4313.2574815178705
warping,1503,447,4311.368792710136
exploration,1746,667,4309.612327857549
distance-metric,1643,572,4307.828438999814
superior,2661,1561,4305.459463974525
applied,2735,1631,4305.215016763791
cifar100,1020,116,4301.826792578239
deblurring,1204,221,4301.777303606062
acoustic,1812,733,4301.546187163934
topological,1427,387,4299.041198117193
past,2932,1817,4298.6795858249125
cvpr-ieee,1972,891,4296.441778207244
vec,1583,522,4295.311963894681
transaction-medical,1754,681,4292.92400254984
counting,1211,228,4289.025111640733
heuristic,1957,880,4288.071804675501
network-learn,2500,1418,4285.161829100041
feature-learn,2014,938,4284.417424307891
decay,2359,1281,4283.168211794603
seek,2400,1322,4281.999403969098
graphics,2276,1200,4281.13461232785
street,1691,626,4281.133561365697
earlier,2642,1558,4279.8001389002875
average-precision,1812,742,4279.433370363253
object-detector,1526,477,4278.21874640956
ambiguity,1765,698,4276.32731298655
inf,1714,650,4274.8789599938855
lowresolution,1581,527,4274.813553391539
automation,2206,1135,4272.31499644939
set-image,2547,1471,4272.260672078771
exponential,1943,874,4270.688863557743
patchbased,1612,557,4269.385544473346
spatial-information,1931,863,4268.770455709565
indian,1648,591,4267.086342345234
reasonable,2951,1855,4265.456445350824
skip-connection,1528,483,4264.725599601502
homogeneous,1869,804,4264.064008894787
progress,2608,1535,4263.510878877745
asymmetric,1405,379,4262.111383277776
jth,2177,1112,4260.71982545724
operate,2548,1479,4260.118346902246
scalable,2202,1138,4258.755692548881
elm,915,75,4258.025082554137
holistic,1697,641,4256.140455133979
augment,2433,1369,4255.880515508377
park,2357,1294,4255.737832373121
consensus,1603,554,4254.206111431643
ren,2534,1469,4253.902485322509
closest,2300,1239,4252.717381336778
text-detection,986,106,4247.321547795343
audiovisual,1074,151,4246.367884459035
learn-feature,1980,922,4246.153986047481
chang,2728,1662,4242.832383927946
redundant,2100,1044,4242.530607607961
room,1744,692,4240.503706551548
cao,2160,1106,4239.134474363588
outdoor,1706,657,4236.652114942199
acm-transaction,1882,829,4236.094587729167
nip,1929,876,4235.507899897902
proper,2526,1476,4228.464471202043
plate,1362,353,4228.4643580099555
media,2139,1091,4227.129131751
number-iteration,1968,920,4224.693336779959
aus,1037,134,4223.937061416082
motivate,2883,1820,4222.0833239203785
facilitate,2615,1567,4221.000148523419
bring,2699,1648,4220.560516580952
tackle,2573,1527,4219.7383545301245
feature-extractor,1675,634,4219.355961193896
longterm,1726,683,4219.332271632403
image-reconstruction,1600,564,4217.621099574449
anomaly-detection,1156,205,4217.154423290295
couple,2178,1136,4216.169872324262
professor,1961,919,4211.799161414125
szegedy,2537,1497,4211.037050790714
december,1790,749,4210.667934834617
circular,1699,662,4206.387398868843
multitask-learning,1401,391,4206.30619012416
cos,1472,452,4206.0711011005915
jun,2185,1149,4204.858051530084
true-positive,1919,882,4200.451859449847
objectness,1171,218,4199.876252229254
engine,1606,576,4199.625403526134
conference-machine,2470,1439,4197.4284176564615
reinforcement-learning,1267,287,4195.778477506117
images,2297,1269,4192.21558442766
hdr,923,84,4190.65134061734
tip,1619,592,4189.260941430047
batch-size,2328,1302,4189.027913963202
hair,1351,355,4186.680976145766
rich,2639,1612,4185.022564841296
number-image,2198,1173,4184.437202992794
grade,1341,348,4182.397909962162
sar,1169,220,4182.027234191902
machine-learn,2375,1354,4180.591339992189
multiresolution,1783,755,4179.975496348305
separable,1664,639,4178.575205965979
rating,1300,317,4175.815364311251
gabor-filter,1409,407,4173.816242884897
reality,1789,764,4172.841873072803
dbn,1057,152,4172.176572205304
expensive,2787,1762,4171.756156041633
coverage,1461,453,4171.41113265687
piecewise,1658,636,4171.310595399881
sim,2139,1121,4169.105682496589
voc,1355,363,4168.880539053108
retain,2340,1327,4166.115886295724
reject,1654,636,4161.247119898314
multivariate,1627,610,4161.228999505819
zeroshot-learning,926,88,4161.1945580590955
speech-recognition,1539,528,4158.333607584748
cvpr2015,641,12,4157.629065713161
pick,2089,1076,4157.2388871436415
mit,2085,1072,4157.044012456298
vanish,1700,683,4155.773384574209
concatenation,2015,1001,4155.56000872499
real-datum,1626,612,4153.348964013335
facial-image,1382,390,4152.800406858805
extent,2416,1412,4151.424929960227
confirm,2517,1513,4151.081013683377
dilation,1400,406,4150.5999907825
gaussian-mixture,1671,659,4144.654663967632
photograph,1633,623,4142.138662269591
female,1467,469,4137.621671309283
image-set,1881,873,4136.567071720769
solve-problem,2675,1677,4136.367685731255
lowest,2367,1374,4131.801981403164
face-database,1335,357,4129.597762031521
mix,1847,842,4128.5758730325915
geosci,1099,184,4127.988717554291
give-image,2210,1216,4127.717281415209
grayscale,1946,944,4127.3517164535015
seg-mentation,1940,939,4124.928801476223
liang,2113,1118,4124.091668741016
empirically,2503,1516,4123.03389194202
decide,2455,1468,4122.954568563978
greedy,1655,652,4122.642861112997
issn,1243,286,4120.63900549491
svrg,543,4,4118.531781143424
latexit,608,9,4118.496459728689
quantity,1936,938,4118.486660109274
teacher,1052,157,4118.392358319738
reader,2062,1069,4116.965544131925
portion,2188,1201,4113.7848652348075
top5,1242,287,4112.988846931806
partially,2631,1649,4112.629538649822
deng,2727,1744,4109.945785035649
energy-function,1427,442,4109.414033345816
phantom,1041,152,4109.021581519131
blob,1369,392,4106.7338649510875
format,2108,1125,4101.175393589243
pdf,1328,359,4100.525426723781
vision-vol,2084,1101,4099.422441387609
unsupervised-learning,1789,797,4097.190627536013
health,1820,829,4096.542056146166
discriminate,2099,1119,4094.8902571519247
precise,2323,1351,4094.211075093102
evaluate-performance,2939,1955,4093.7976589928
conference-ieee,1566,577,4092.310619702768
amplitude,1395,419,4091.8091437398825
positive-negative,1807,818,4091.4186195477214
actor,1159,231,4089.7050349957326
ideal,2095,1118,4088.959794610709
sample-image,2033,1054,4087.793169679379
kumar,2099,1125,4083.665631472401
vii,1875,892,4083.0024490351507
deep-model,1601,615,4081.6617186518397
nonparametric,1808,824,4080.469611151292
tation,2708,1745,4079.7579918907813
discard,2269,1305,4077.6405909549453
knee,1080,181,4074.376040063565
extremely,2497,1540,4073.929769081063
outline,2145,1180,4070.776112129253
lose,2455,1500,4070.0145117805896
tional,2899,1934,4069.389390121945
jan,2550,1596,4069.319734841955
semantics,1591,610,4069.155094169489
midlevel,1449,475,4068.4335676766023
act,2344,1389,4066.2026569718355
scalar,1897,924,4064.048131370498
thickness,1420,450,4063.784195474168
ter,2520,1570,4062.836081782134
experience,2105,1143,4061.925406242972
writer,947,108,4061.622592392652
fewer,2406,1456,4060.4118192009523
microscopy,1357,395,4060.390531388623
automated,2095,1135,4057.3435709707483
lowdimensional,1569,593,4057.2347993432168
skin-lesion,891,83,4056.034106363523
suppress,1799,829,4049.274263190633
tensorflow,1697,725,4047.168145239973
quantize,1574,602,4046.454929648224
period,1824,858,4042.829130781288
anisotropic,1467,501,4040.794782328478
dong,2302,1361,4040.2227878575945
gru,995,136,4038.120490231057
luo,2195,1252,4035.6609021231397
connected,2135,1189,4035.5760222581916
corruption,1138,227,4035.4816253832814
monitoring,1664,697,4034.0052945446846
rep,2633,1703,4030.914355996733
manuscript,1885,928,4030.1973057080004
square-error,2129,1186,4029.613354182337
shape-model,1343,392,4028.738919378605
syst,1623,658,4028.0628495211913
york,2375,1444,4027.75090828838
learning-model,1875,920,4025.050816291882
fixed,2329,1399,4023.47434681113
backward,1626,663,4023.199521336165
graph-cut,1402,447,4021.649399454166
closer,2409,1485,4017.9648064761523
salient-region,1171,255,4016.3003593747594
vision-eccv,1958,1013,4014.675239718509
clustering-algorithm,1423,470,4010.4903407518227
flip,2004,1066,4006.7952633486243
bold,1890,945,4006.5779462404753
gesture-recognition,1466,512,4006.2009648733247
andor,2270,1349,4004.163282330237
wave,1485,531,4004.0135449728737
nonnegative,1616,662,4000.8958425968513
consideration,2455,1543,4000.6277045357197
gaussian-distribution,1872,929,4000.3866862469654
beijing,1686,735,3997.8380400294604
concern,2357,1444,3997.2247961413523
lab,2106,1180,3996.76200099963
predefined,2261,1344,3996.6835958043766
tive,2645,1740,3992.434538054696
gray-level,1472,523,3991.3073547100685
november,1556,606,3989.8756763432775
encourage,2038,1112,3988.675702472143
uav,966,127,3986.5664202961993
table-comparison,2132,1214,3985.5426078841606
thin,1571,623,3984.8743652330236
integer,1792,852,3984.4777941297702
completely,2602,1703,3983.4558124965815
recog-nition,2301,1394,3983.341283894138
prune,1215,297,3981.9623894142082
hide,1758,818,3980.472569543384
tongue,764,43,3980.338634801434
hidden-state,1198,284,3979.867654283918
cad,1263,337,3979.6934340835955
