word,tf,df,tfidf
mach,1800,823,3915.4476074003146
function-define,2341,1361,3914.6901228691254
nested,1431,471,3911.4192385146434
recursion,1228,300,3910.4707032689525
feature-pattern,792,52,3910.073233075887
scatter,1471,508,3909.5111565223915
queue,1098,206,3909.240915526655
baye,1690,717,3909.18806214563
taylor,1882,908,3908.839647550718
electricity,1090,201,3907.5409601015817
previous-work,2406,1432,3901.0343225862425
classification-task,1881,911,3900.5581734609154
cpu-time,1091,203,3900.3237916228395
extensive,2501,1524,3899.336949156286
network-model,1834,866,3896.0028119450053
define-follow,2494,1520,3894.977708491063
psychology,1526,565,3893.4045681108955
hinge-loss,1170,260,3893.202191314209
large-scale,2170,1205,3892.9149554006794
advanced,2480,1508,3892.7700007600606
realize,2000,1035,3892.096331511106
voltage,969,131,3888.6043142580006
electronic,2002,1041,3884.416141285787
generalized,1888,926,3884.2402422950963
firstly,2122,1162,3883.911314039598
prior-knowledge,1825,863,3883.21707917816
mcc,834,69,3881.5180379593744
organization,1963,1004,3879.786212272172
couple,2021,1063,3879.0154305815236
english,1443,493,3878.344891365996
exceed,2191,1235,3876.708561662942
mdl,969,133,3873.922215193037
pathway,1168,263,3873.1473802758373
classification-error,1366,426,3870.9237074036014
consciousness,882,90,3870.564567392036
monotone,1288,359,3870.288638061166
tangent,1259,335,3870.259593594115
growth,1862,907,3869.352228534867
nuclear-norm,1053,184,3867.9523768798767
state-action,1299,369,3867.6532874114296
wolfe-dual,578,9,3867.386610000668
improve-performance,2419,1465,3866.9997326593248
unseen,1628,674,3866.4589101635406
initially,2348,1397,3865.0956586410466
sion,2676,1710,3864.0268499604563
ode,869,85,3863.1860914043295
animal,1340,406,3861.681293883408
datum-distribution,1560,610,3860.6036262887583
tuning-parameter,1485,539,3858.7566113108473
hidden-unit,1269,347,3856.3388361238594
sim,1932,985,3855.428160906628
classic,1798,849,3855.173941888328
blind,1357,423,3855.0099635986667
wave,1306,379,3853.5732782826103
tackle,2286,1343,3853.152840894061
tsne,1030,172,3852.9317064808165
annual,2440,1494,3852.741714059914
flat,1419,480,3851.760231157829
learn-ing,2604,1653,3848.341642542932
kmeans-clustering,1389,454,3847.679558371594
slope,1351,420,3847.580666399949
homogeneous,1454,514,3847.2572551237927
regular-expression,701,30,3846.3922503448
mental,1590,646,3843.6745345991485
decode,1374,442,3842.933715404444
closely,2659,1708,3842.5913558062034
end-position,662,22,3837.72152078002
yij,988,149,3837.6474627234484
matter,2228,1295,3836.479863232044
reproduce-kernel,1213,307,3834.7261912516724
fpr,975,142,3834.0683685074177
closer,2397,1464,3833.4673931102366
source-target,1002,158,3833.2610581049116
table-iii,1625,685,3833.0273039382955
input-feature,1627,687,3833.0014324115596
pseudo,1444,510,3832.0787464437244
kxk2,1202,299,3831.689080273332
rep,2423,1491,3830.7691948605584
wine,1113,232,3830.353327264837
tive,2636,1695,3829.493420924284
desirable,2213,1285,3827.8059044401793
censor,929,118,3825.1763094531134
retain,2039,1111,3823.5105378215853
adjustment,1448,517,3822.954571578667
powerful,2558,1626,3822.487395086308
method-base,2318,1393,3822.3585828111527
art,1698,763,3822.1077346096204
knowledge-discovery,2028,1101,3821.219930037191
technical-report,2105,1180,3820.438499160132
jordan,1975,1048,3818.7928629837193
conjunction,1619,686,3816.512807597473
leaf-node,1202,304,3811.754958398659
predictive-model,1390,467,3811.2071031627142
jan,2441,1521,3810.6001348167756
start-position,821,70,3809.2016057420497
annotated,1399,476,3809.1790370958197
kx2i,489,3,3809.1107729828004
education,1706,777,3809.0962729750618
malicious,1044,189,3806.902002076777
cambridge,2400,1484,3805.7002745464724
pull,1129,249,3805.5789797640655
realistic,1984,1065,3804.26998993001
elimination,1242,339,3803.258316980619
navigation,1203,307,3803.1126200129943
centrality,914,113,3802.9867862068113
fuzzy-logic,1174,284,3802.8567634869405
closest,1960,1042,3801.042992317752
resnet,990,156,3799.965375563431
december,1659,735,3796.3467235497865
eqn,944,130,3795.5128774234713
mcts,753,47,3793.657124117958
randomly-select,2105,1196,3792.087902268058
intuition,2186,1279,3791.335158749329
formation,2049,1139,3791.2624625080653
xgboost,899,107,3789.6230572568115
siam,2017,1107,3789.5314084514594
prior-distribution,1468,549,3787.596239159982
variables-figure,486,3,3785.7419952344394
decision-maker,1093,227,3785.3375553931664
deploy,1655,737,3782.6961006847105
receiver,1365,454,3781.1969742096658
kernel-method,1429,514,3781.107714973796
november,1597,679,3781.0312390024333
manage,1978,1072,3779.8067419924164
strongly-convex,1101,234,3779.6050154631507
inter,2450,1550,3778.376920777239
comparative,1954,1049,3776.3243620167495
species,1136,261,3775.7055512543257
immediately,2106,1207,3774.6083356528766
optimization-algorithm,1736,825,3772.018098168913
ity,2567,1667,3772.011379003755
nrs,518,5,3770.4012847728377
base-method,1865,960,3769.6715097422075
essential,2392,1500,3767.362886600413
orthonormal,1306,405,3766.919052479119
colour,1105,240,3765.3603726648994
comment,2008,1114,3759.9648415433285
register,1132,262,3758.0819362295238
event-log,817,73,3756.358016560518
flexibility,1928,1033,3755.7100717026206
canada,1730,827,3754.792305226203
collective,1381,478,3754.3785059086854
lot,2251,1367,3754.2876591796453
propagate,1615,709,3753.824192050475
fewer,2225,1341,3753.6506236856903
fuse,1269,377,3751.112839004898
matroid,647,22,3750.7640845085693
training-process,1639,735,3750.580036104943
mar,2099,1214,3749.9241607548806
inform,1768,869,3749.683567263267
tech,2541,1660,3744.498886855366
seizure,781,60,3744.0049015109116
bottleneck,1469,567,3742.78513899136
compound,1241,356,3739.473208488313
rademacher-complexity,873,100,3739.0892804126306
bold,1804,912,3738.9070460107673
metalearning,947,140,3737.3946390568954
bci,803,69,3737.2409885867837
vertical,1730,836,3736.066926980655
argmax,1327,434,3735.717767669578
comprehensive,2217,1344,3735.2001597745634
truncate,1475,576,3734.8433858697185
follow-theorem,1917,1033,3734.282265276931
surely,1322,430,3733.882794178522
low-rank,1292,403,3732.9346558847747
group-lasso,1010,180,3732.20050077046
jump,1335,443,3730.8378603821993
multiplicative,1371,477,3730.06376975692
abnormal,1189,315,3728.266724596344
thesis,2037,1163,3726.5829664733615
markov-decision,1257,374,3725.6839860688965
affinity,1113,255,3725.1456961681115
correspondence,1621,728,3724.9020975017634
lecture-notes,1743,856,3722.9338253310475
processor,1530,636,3722.499651415798
denote-set,2056,1186,3721.0789281409548
icassp,1628,737,3720.9844422445367
peter,1796,914,3718.3922428015676
obvious,2321,1460,3718.272536822878
coincide,1704,818,3717.007679388277
pursuit,1240,362,3715.7352179402715
hidden-markov,1372,483,3715.634234824961
break,2148,1285,3715.375997622009
scan,1338,451,3715.2748177522367
investigation,2163,1301,3714.5553579346647
pairwise-comparison,1001,178,3710.1277424841
learning-machine,1248,371,3709.059505441789
fair,1828,953,3708.2624611399
trust,1437,550,3704.9978344693627
diagonal-matrix,1763,886,3704.9232044584473
indoor,937,139,3704.645889209898
publication,1783,908,3703.220558758199
concave,1255,380,3699.782191511912
speak,2001,1141,3698.937587707487
information-system,1355,473,3697.9433494149866
bagging,1107,257,3696.4155667217015
simpler,2293,1446,3695.509938812365
fine,1867,1002,3693.769118175667
representation-learning,1348,468,3693.1649038243822
modern,2231,1385,3691.746029271725
phrase,1522,641,3691.1169809212843
algorithms,2076,1225,3690.108161836581
information-retrieval,1633,757,3688.6883622226983
trans,2078,1229,3686.8889272053166
thomas,1915,1057,3686.403505894863
frequently,2212,1369,3686.008330120461
usual,1959,1104,3685.8773938066265
turing-machine,935,141,3683.381057306859
refine,1712,843,3682.9193078318217
socalled,1972,1120,3681.96242893112
extent,2053,1206,3681.3174345266816
france,1744,878,3680.8136365179157
ter,2205,1365,3680.7958362582967
processing-vol,1367,491,3679.6369365839064
trivial,2068,1223,3679.267177567914
reuse,1540,665,3678.1634594307197
class-imbalance,1088,247,3676.1523898918254
conditional-distribution,1457,582,3674.1670553652625
time-interval,1289,419,3674.0804635258887
shrinkage,1403,529,3671.9546647542024
conference-knowledge,1878,1027,3669.2507883467
information-theory,1655,791,3665.6709256025947
pattern-default,488,4,3660.9323290435445
datum-source,1295,429,3660.638598522472
emotional,966,164,3659.534936547376
density-estimation,1238,377,3659.478088800681
ber,1845,997,3659.472817254925
causal-inference,932,143,3658.4357447938473
bba,752,56,3656.8655919013445
lecun,1727,873,3654.7971080678312
mab,822,85,3654.2450715009886
economic,1488,622,3653.4339907291746
linear-combination,1771,924,3647.3617484694223
zij,891,121,3646.341164339729
wikipedia,1126,285,3643.415868275855
subsequently,1904,1070,3641.9539573742304
violate,1617,763,3639.7810405558043
arbitrarily,1895,1062,3638.960293992697
shapelet,682,35,3637.0083443965455
previous-section,2243,1432,3636.74978618493
pls,745,55,3636.249406235801
point-view,1874,1041,3636.06186252226
nave,1186,338,3635.2785455027965
topological,1249,395,3633.7395640858217
york-usa,1893,1063,3633.3380554630503
obstacle,1229,377,3632.8744516446177
number-node,1396,537,3632.6806606168366
pomdp,882,118,3631.6528578446137
minority-class,890,123,3627.658259313518
incur,1573,722,3627.620719320335
consecutive,1770,934,3626.2493268103385
activate,1311,456,3625.848513204174
media,1773,938,3624.8185775017187
fmri,969,172,3624.748372407681
equally,2299,1498,3623.956708261695
analyse,1516,665,3620.8414314915394
sci,1867,1042,3620.6873809475733
nonempty,1379,525,3619.608313622627
vessel,755,60,3619.364533470856
evolutionary-computation,1255,406,3616.723898375879
orientation,1229,382,3616.681859040742
nash,871,114,3616.3975944857193
big-data,1459,608,3615.44575466424
deep-convolutional,1608,765,3615.3130925066066
prob,1772,942,3615.233685668985
lose,2075,1269,3615.1073377618172
counterfactual,851,104,3611.4856904389158
chang,1881,1063,3610.305801545693
acyclic,1207,364,3610.1985616086663
find-optimal,1855,1035,3609.919347476551
sufficient-condition,1398,548,3609.5375591407956
max-log,1174,335,3608.9632747255687
revenue,948,161,3608.8468801340905
consistently,1989,1181,3608.221141907486
pareto,969,175,3607.992911708032
research-vol,1727,897,3607.960339227283
learning-problem,1664,829,3607.526567956027
linkage,1040,227,3601.7850481325645
aid,1580,742,3600.591892694474
riemannian,955,167,3600.5515613815455
enhancement,1248,406,3596.550936392906
preliminary,2240,1456,3594.6548796443963
subgradient,1197,360,3593.5147054858257
exponentially,1794,978,3592.8351913478477
greedy-algorithm,1134,305,3592.3907695571907
smith,1607,775,3592.1943402573925
disjunctive,945,162,3591.5750667303932
uniform-distribution,1702,879,3590.232795356277
figure-illustrate,1734,914,3590.0290362015135
bipartite,1056,242,3589.626105435043
gaussian-noise,1526,690,3588.409255916033
roughly,2111,1324,3588.261196896484
williams,1701,879,3588.123375382507
citation,1347,505,3587.9317576160056
dempster,1080,262,3585.44919710944
activity-recognition,921,148,3583.604182473326
aforementioned,1918,1120,3581.137899944162
sutton,1298,461,3575.7392633389695
tight,1528,698,3575.4982545623693
numeric,1307,470,3575.2621350134505
success-rate,963,177,3574.7090987425895
constitute,1909,1114,3574.588088897517
wiley,2460,1695,3573.806455035561
train-model,1779,972,3573.7424901833638
travel-time,842,104,3573.291364688093
solar,915,146,3572.707398518218
suffice,1645,826,3572.298611101503
american,2172,1399,3572.270799826884
posterior-probability,1343,507,3571.968864541136
multiply,2039,1258,3570.138999322864
subgaussian,925,153,3568.4344288078933
decoding,1104,286,3568.363218941228
adjacent,1503,675,3567.3587474154865
sale,1006,209,3567.1458432071527
systems-vol,1501,673,3567.065772257253
inclusion,1461,631,3566.1534520230757
novelty,1286,454,3562.3584680099852
coherent,1234,404,3562.2988519714386
website,1441,612,3561.392000666426
monotonic,1273,442,3560.4473214773343
galaxy,790,80,3559.8808070571013
syntax,1108,292,3558.287784658909
subtree,1002,208,3557.768125337212
training-test,1598,782,3557.707509193719
incorrect,1520,700,3552.4292953456593
judgment,1093,281,3552.086270918556
march,1608,797,3549.4191098050105
classification-model,1365,539,3546.9378952453244
satisfaction,1180,359,3545.7613299007576
conference-computer,1728,932,3543.9069140975776
tang,1678,877,3543.4290411010043
concrete,1564,755,3536.965859130181
robert,1702,907,3536.8622411204856
bidirectional,1179,361,3536.2064305710046
initial-state,1252,430,3536.173417784803
finite-set,1621,818,3535.9562489955383
radio,1035,238,3535.491894705972
easier,2232,1487,3534.7936805885442
zone,1063,261,3533.0765853726657
puzzle,882,132,3532.7654009021503
marketing,1095,288,3531.642608494389
multiscale,1185,368,3531.4444909440185
classification-algorithm,1362,543,3529.072141171721
cooperative,1183,367,3528.703296682735
textual,1211,394,3526.255148172234
release,1510,702,3524.7499158181095
earthquake,781,80,3519.3252029260707
beat,1265,449,3518.195209396652
van-der,1429,618,3517.7927556021873
lag,1074,274,3517.4324456819068
aic,894,142,3515.5457655852633
relative-error,1003,218,3514.220938091931
strict,1592,797,3514.101506722374
park,1640,851,3512.5400983259033
time-cost,963,189,3511.538915708751
probabilistic-model,1485,681,3511.494209478683
removal,1331,518,3511.4836364592634
smote,766,74,3511.451070140153
cybernetics,1669,884,3511.155092916206
percent,1377,566,3510.8140623077834
wrong,1598,807,3507.420162689748
slide,1217,406,3507.2135333254537
lab,1504,704,3506.4654790066584
informatics,1664,881,3506.2930165433545
ridge-regression,1117,314,3506.052876155741
offpolicy,865,126,3504.913364295566
continuity,1307,497,3502.256602883421
coupling,1211,402,3501.912620014398
martin,1677,898,3501.634364887284
combined,1588,799,3501.2921539937315
shannon,1121,319,3500.8984346792695
intuitive,1973,1229,3500.592807206973
manual,1573,783,3500.0385320052173
complement,1657,877,3499.0833856402646
trick,1582,796,3494.0141946360313
emphasize,1972,1232,3494.0107543569916
admit,1479,683,3492.9691075767796
silver,1233,427,3491.1419181931487
thompson,1068,276,3490.0146781280478
increase-number,2053,1325,3488.123234120239
analytical,1554,768,3487.821124929623
journal-american,1695,926,3487.1754293909894
goodfellow,1435,638,3486.858553938184
embedded,1423,626,3484.719954005057
dominant,1389,590,3483.726362697252
predefined,1803,1051,3481.0656235422625
dimension-reduction,1213,411,3480.83893989101
api,1154,355,3480.5644926044665
annotator,816,102,3478.797359467333
periodic,1137,340,3478.377771621555
country,1245,444,3476.513484733383
true-positive,1325,526,3475.3473478004394
atomic,1152,355,3474.532318440507
tractable,1568,791,3472.9740249817937
performance-measure,1457,669,3471.187122103139
equivalently,1868,1130,3471.177300810453
pij,943,183,3469.031751652626
aixi,708,54,3468.64834402265
num,1730,976,3468.2041531225395
beam,902,155,3467.99133859127
trees,1294,497,3467.421609893762
confounder,705,53,3467.1286353215446
propose-framework,1406,616,3465.7308185376332
machines,1572,800,3464.0484220333137
cox,1038,258,3461.9846074216744
pac,963,199,3461.8887450015004
regularization-term,1373,583,3459.9842816485198
drl,706,54,3458.849902372868
gradient-method,1197,403,3458.4541664814824
dsm,665,40,3457.551402531822
automaton-figure,498,7,3457.2627717550554
black-box,1183,390,3456.794770547964
ple,2030,1322,3453.646817618084
auction,751,73,3452.9068181602806
neuroscience,1274,482,3452.8722049332337
measurable,1196,404,3452.6008322186713
assertion,1060,279,3452.4126750116766
compare-performance,2068,1367,3449.074579823859
insert,1498,725,3448.445758467321
taxi,769,82,3446.2624450027015
feature-surf,506,8,3445.2342448662444
resolve,1621,866,3443.522659848884
noise-level,1118,333,3443.5097424885794
analogous,1713,971,3442.921704619414
ehr,735,67,3442.381505267081
breiman,1279,492,3440.1597521973117
supplementary,1218,430,3440.143149250711
laboratory,1801,1073,3439.8940230126077
huge,1825,1101,3438.7210908865254
numerical-experiment,1350,569,3434.8379903937334
number-training,1553,794,3433.871550052848
func-tion,2037,1343,3433.4524658360465
snn,633,32,3432.4228571588023
changepoint,716,60,3432.403981410772
sparse-representation,1157,373,3432.386804745566
bayesian-inference,1288,505,3430.7766175274055
kaufmann,1623,876,3429.137340781738
mation,2304,1636,3428.8020962895284
figure-provide,981,220,3428.1803559257105
rejection,1012,245,3427.590020841219
iot,862,136,3426.9240876897525
dfs,668,43,3424.8391768486554
kalman-filter,935,186,3424.398414888603
unobserved,1217,435,3423.2492087258343
misclassify,1202,420,3423.2360925334856
wer,706,57,3420.6784441560535
f1score,876,146,3420.4280667780968
california,1787,1069,3419.828291288369
cvpr,1481,720,3419.560369637929
drawback,1905,1204,3419.094467841818
save,1700,970,3418.54495992791
approximation-error,1148,369,3418.0646450718405
board,1234,455,3415.597796390025
disorder,1051,281,3415.5925624294623
schlkopf,1420,654,3415.23847839691
sufficiently-large,1453,691,3414.6445142897232
mapreduce,848,130,3409.528517007525
entail,1295,521,3409.029004463644
stress,1299,526,3407.151852673789
horizontal,1539,792,3406.7973151668784
closedform,1294,521,3406.396549633942
par,1679,953,3406.0025559375777
stat,1247,472,3405.8386796792256
closure,1046,280,3403.0723706269187
give-set,1933,1246,3403.0680956840374
flip,1146,372,3402.8304256904294
excess,1013,252,3402.4398691348656
fire,1020,258,3401.950192264073
subsample,1164,390,3401.275666033669
pretraining,992,235,3401.1904024523765
association-rule,871,146,3400.9050755293633
learning-technique,1593,857,3400.683755901588
val,1282,511,3399.6528305641896
les,866,143,3399.36196887497
mass-function,936,192,3398.3440914638973
bioinformatic,1428,671,3397.8342288422105
realvalued,1482,732,3397.3728978056797
test-accuracy,1045,281,3396.0934612167343
stationary-point,984,230,3394.923553531318
rich,1760,1057,3388.026198629221
model-learn,1661,945,3383.4901269196857
manuscript,1548,815,3382.4059417155195
join,1358,601,3380.8902943371086
validity,1406,655,3379.4189079625976
dkl,877,154,3377.548239949302
observe-datum,1473,732,3376.7410785882366
aug,1824,1138,3376.5473163461934
macro,908,176,3375.690555786519
ding,1571,846,3374.013939114464
subgroup,968,222,3373.9906099160953
constraint-hold,686,53,3373.6882891213895
original-datum,1442,699,3372.195054336988
plain,1167,403,3371.776117196232
graphbased,1122,359,3371.4781458886864
community-detection,901,172,3370.3800655720543
log-likelihood,1157,394,3369.0150342157513
varus,519,11,3368.4706817028023
averaging,1235,474,3367.8419739535334
number-time,1536,809,3367.535545953071
modular,1095,335,3366.111401894802
landscape,1059,302,3365.2667474708824
picture,1431,690,3365.01549489898
thousand,1693,993,3364.793833144876
tation,2092,1451,3364.3473260501864
shortest-path,992,244,3363.908352992526
manually,1663,959,3363.1078436985445
recommender,966,223,3362.677974595077
highlevel,1397,653,3362.058955823492
counterpart,1664,961,3361.663489574591
acceptable,1509,781,3361.493249917543
psd,845,136,3359.33973793253
compatible,1276,521,3359.0123626993122
shen,1519,794,3358.69342210578
kriging,741,78,3357.8385691711846
rate-convergence,1145,386,3357.5607897787695
blei,1089,332,3357.4631238644633
multiple-alignment,592,25,3356.2427955793987
massive,1467,737,3353.000108582761
concatenate,1510,787,3352.164700786805
method-propose,1883,1222,3351.666057835316
monotonicity,1077,323,3350.065094446258
inflexion,472,6,3349.5222298511285
artifact,1134,378,3349.0543063973832
april,1550,836,3347.343200473997
nip,1332,588,3345.2885941771187
tolerance,1196,442,3345.08640729528
client,938,205,3344.1528089929843
model-base,1808,1140,3343.7537647601985
prune,1169,415,3343.2539045812355
intention,1104,351,3342.270187380029
gen,1897,1245,3341.2127766691387
pde,737,78,3339.7125849921226
inspection,1196,444,3339.686849591266
mmd,713,67,3339.3442357216722
vapnik,1298,554,3337.210159750645
compete,1521,808,3336.5307184725034
justification,1231,482,3336.3309923648435
circuit,1184,433,3335.8810978477986
dictionary-learn,862,152,3331.047590224739
invariance,1210,462,3330.6943762516735
united,1507,795,3330.263174498641
ence,2112,1499,3327.775700520321
denoise,1025,282,3327.4552455298317
located,1531,825,3326.589693719243
knearest-neighbor,1247,503,3326.5155325900387
expert-system,1033,290,3324.528638774161
taxonomy,1180,434,3321.8891980784488
planner,834,135,3321.7636975758387
nonsmooth,1092,346,3321.6085772658494
omp,709,67,3320.6101867134157
multiclass-classification,1151,405,3319.8497928051042
nov,1990,1367,3318.9837591148353
lowrank-matrix,1020,280,3318.4835736514888
cation,2086,1480,3313.4180547976534
swap,1002,266,3311.3179797986704
supply,1287,553,3311.2539216033692
outofsample,908,189,3310.9837336070054
small-number,1908,1279,3309.180001323751
spark,879,168,3308.7677441135
defect,906,188,3308.4971952143164
learning-process,1470,764,3306.9665109640982
border,1016,280,3305.4699125783454
fea-ture,1565,877,3304.8071807646434
section-describe,2044,1440,3302.708442840891
asset,903,187,3302.3579179041935
enter,1404,690,3301.5246365046596
feb,1919,1297,3301.439323618932
rise,1758,1108,3301.335901291821
zheng,1468,765,3300.5470272386183
february,1311,585,3299.2534547565706
parametrised,515,12,3297.6985841585165
analysis-machine,1606,930,3297.1505782042
arrow,1262,533,3293.4205104789426
aggregated,1168,433,3290.8016235525583
jun,1800,1165,3289.911309819399
convex-function,1181,447,3289.848252949757
encounter,1661,1000,3289.526773097463
elastic-net,902,189,3289.104986468633
pointwise,1107,373,3284.055482155006
steady,996,268,3284.0290193803894
algorithm-base,1768,1131,3283.790194959179
operating,1411,707,3283.6428040429723
processing-system,1751,1111,3283.4560822587523
fill,1543,863,3283.1802483133706
adult,1077,344,3282.225581565909
network-train,1364,654,3280.553017277032
portion,1598,932,3277.293546717551
advertising,939,221,3277.149597571096
guo,1384,679,3276.7359015525158
hull,975,252,3274.806389345009
decision-rule,1012,285,3274.5442794806086
formalize,1547,875,3270.3285839456908
spam,878,175,3269.161792032665
eventually,1659,1010,3269.0582750271114
ensemble-method,1125,397,3267.302164613811
gram,1291,577,3266.6981229864778
rulebased,1114,386,3266.6573972170736
workflow,1018,293,3265.7768431618383
wait,1131,404,3264.9594826415696
property-functional,503,11,3264.625728124296
roc,1014,290,3263.3804837531457
apr,1506,830,3263.169431020555
xml,784,113,3262.0805693502625
agree,1460,776,3261.7164328568338
statistical-learning,1619,967,3260.6763227467977
handwritten,1243,526,3260.26924778562
elementary,1199,479,3257.0886245788847
trigger,1237,521,3256.346624340948
loss-generality,1746,1123,3255.3225705871473
postulate,947,233,3254.996597741188
simplex,1045,322,3253.767725576592
poisoning,659,52,3253.457399743699
sector,922,213,3251.813514697441
decision-support,1156,435,3251.664819463487
mobility,913,206,3250.5801055335482
kronecker,1048,326,3250.170249612554
parameter-space,1187,469,3249.533696271378
hedge,723,81,3248.985383233808
andrew,1490,819,3248.37997352691
gesture,831,146,3244.721145539496
state-transition,1111,391,3243.561513042789
parameter-estimation,1194,479,3243.506103208664
regularity,1249,540,3243.1980291389814
fourth,1796,1191,3242.958718571101
impossible,1755,1142,3242.6581845745623
shafer,826,143,3242.347559227165
gather,1514,852,3240.8961737633203
sdr,683,63,3240.882909078364
yuan,1447,772,3240.1518051095663
imagenet,1284,581,3240.1150831503946
npc,594,31,3239.8052941801066
vanish,1395,711,3238.5377561042355
input-variable,1115,397,3238.2594787061325
input-layer,1307,609,3236.6372910948794
arithmetic,1182,469,3235.8456857563347
input-vector,1335,642,3235.528117966357
nguyen,1357,668,3234.9749590752376
prob-lem,1873,1289,3233.8897127301593
super,1228,521,3232.654530873633
jiang,1421,746,3230.6140444480425
traffic-flow,808,133,3230.267440532481
base-model,1343,654,3230.0459693570774
evaluate-performance,1888,1310,3229.27759553055
presentation,1528,877,3226.6743592385787
bird,948,241,3226.4307251902205
training-testing,1454,789,3224.1556525857013
bernstein,1003,292,3221.085422394301
pretrained,1134,424,3218.826585996955
proceedings-annual,1583,949,3217.916183313785
proach,1857,1281,3217.825513669741
toy,1122,412,3216.977667802367
pod,579,28,3216.924209181015
cdf,886,192,3216.8086164925353
wei,1517,870,3215.6025879262984
transaction-pattern,1496,845,3214.706893170382
mod-mod,643,49,3212.675280660447
randomness,1308,622,3211.4863305603226
ivector,645,50,3209.6373035873353
spn,524,16,3204.5828621887863
charge,985,281,3201.102449089458
germany,1397,733,3200.6096598870145
revision-operator,506,13,3199.5672900807035
ref,948,248,3199.287766774958
cellular,993,289,3199.2257360591925
row-column,1263,576,3198.0387771887827
counter,1186,489,3197.2690650284585
finish,1455,805,3197.162574323048
pitch,810,140,3196.715583565032
reconstruction-error,1015,311,3195.6381386649255
regression-problem,1267,582,3195.037514857782
proof-proposition,1117,415,3194.5377343175705
supervision,1034,330,3194.1420323723096
morgan,1590,972,3194.0700165213875
complementary,1359,691,3193.7383998071123
nlp,988,286,3193.426503907548
weakly,1106,404,3192.7897328042227
absolute-error,1014,311,3192.4897267056494
duality,1016,313,3192.2737078095074
vii,1390,729,3192.1782838304466
conference-learning,1383,721,3191.3634103572117
unconstrained,1206,514,3191.053816835828
time-point,1052,349,3190.85586261373
satisfy-condition,1361,695,3190.5828082366033
academic,1663,1064,3190.322817183359
perceive,1187,493,3190.294792828439
subclass,990,290,3186.1407089897575
computational-linguistics,1137,440,3185.226074345068
accumulate,1310,637,3185.1801328065453
deng,1369,709,3182.0342531994434
oct,1810,1250,3180.723934497203
rough,1089,391,3179.3325721904566
opportunity,1464,827,3177.465858295469
san,1614,1012,3177.192928874685
topk,841,166,3175.798566885821
bandit-problem,845,169,3175.768702269497
algorithm-propose,1670,1082,3175.7361481211547
crisp,898,211,3175.6393707051025
creativity,753,107,3174.1781558558164
chinese,1119,425,3173.6134711317477
vari-figure,423,4,3173.3081458717606
permission,1186,499,3173.2601479843556
prop,1294,624,3172.9585269927597
stronger,1585,980,3171.033895167792
male,1052,356,3169.9643959143473
screen,1077,382,3169.378651087778
degree-freedom,1217,537,3166.885647543474
berlin-heidelberg,1399,754,3165.674692322446
von,1159,472,3165.4908017227126
cor,1570,965,3165.2405290821775
statistical-association,1423,784,3164.4614961218667
termination,1079,386,3164.024534647417
rare,1281,613,3163.864957399597
manipulation,1221,543,3163.7276684072476
marginal-likelihood,911,225,3163.087171487299
subgoal,694,76,3162.8852426310723
present-section,1811,1264,3162.310785411026
systematic,1465,837,3162.0278734145268
asymmetric,1060,368,3158.929249283257
causality,946,257,3158.815832085573
successive,1359,709,3158.790759750214
causal-effect,716,88,3158.1815287954
prox,759,113,3158.0601430316956
shortterm,1010,318,3157.4150235615944
ser,1201,523,3156.9767122755097
est,1192,513,3156.3313993308298
actorcritic,811,148,3155.594996727326
frobenius,1216,541,3155.2592806119856
creative,875,197,3154.3759998774044
dialog,692,76,3153.7702995687346
gao,1418,785,3151.534995907767
maximum-number,1436,808,3150.0710793731196
transmit,1055,366,3149.777972646607
properly,1669,1100,3146.2976797438278
bach,1228,559,3146.2040291123058
saddle,971,284,3145.292944928296
hong,1294,638,3144.2473650146408
granularity,997,310,3142.177676253903
search-algorithm,1137,457,3142.12392339765
edition,1549,954,3140.661318810434
kolmogorov,865,192,3140.5637170045634
landmark,829,164,3140.532569769953
predictive-performance,1038,352,3139.5074962994886
spend,1301,649,3139.016573330963
fixed-point,941,258,3138.465814627934
tumor,913,233,3138.1329395329512
pain,812,152,3137.8313726943015
modularity,859,188,3136.8643385089376
crowdsource,783,132,3136.230508964154
schmidhuber,1294,642,3136.1598386879896
cai,1239,577,3135.1192675292377
sep,1652,1089,3130.853464558447
computational-intelligence,1369,737,3129.009644614724
reading,1204,539,3128.5811178574145
precision-matrix,784,134,3128.4462160592234
spread,1332,692,3128.3603958953545
train-test,1170,500,3128.1082244484123
replicate,1209,546,3125.973347913532
csi,654,61,3124.3744787622395
agg,543,23,3123.721885950549
bob,710,89,3123.6936362232473
coherence,961,281,3123.106044238547
social-media,933,255,3122.696257434724
crossentropy,1153,483,3122.5410151262245
etd,440,6,3122.4359769798657
timestamp,923,246,3122.3920886874153
rij,766,123,3122.2317153192753
automated,1331,694,3122.1705044720784
disagreement,872,202,3121.705215774929
number-hidden,1126,454,3119.1412402637975
fourier-transform,1057,379,3118.856780355834
dmax,705,87,3117.7192107243095
tor,1613,1049,3117.303580313724
guideline,1089,414,3117.087059518752
repetition,1141,472,3116.3287357770623
creation,1294,652,3116.1594405297105
bartlett,1105,433,3113.3011935150485
test-sample,1067,392,3112.3782147860857
waveform,882,213,3110.737006467617
constituent,925,251,3110.5455373989957
compress-sense,993,316,3110.535419263034
stride,945,270,3108.844852271532
behave,1557,984,3108.6734631451113
intell,1221,569,3106.6201379783324
